0
0 0
TRACK_NUM        42 ADD_FLD    8  24 &11111111
TRACK_ID  38 START_TIME 2019010100
POINT_NUM  29
2019010100 110.917580 5.940027 8.962416e+00 & 1.110508e+02 & 5.757203e+00 & 1.408539e+01 & 1.110625e+02 & 5.938775e+00 & 1.199721e+01 & 1.108537e+02 & 5.919402e+00 & 1.177441e+01 & 1.103218e+02 & 6.177577e+00 & 1.138583e+01 & 1.095152e+02 & 6.634628e+00 & 9.601690e+00 & 1.090086e+02 & 6.853537e+00 & 6.491688e+00 & 1.112142e+02 & 6.180869e+00 & 1.005069e+03 & 1.096875e+02 & 1.087717e+01 & 1.777847e+01 & 
2019010106 110.294197 6.293312 1.031754e+01 & 1.103956e+02 & 6.057107e+00 & 1.722537e+01 & 1.102852e+02 & 6.152807e+00 & 1.415510e+01 & 1.104324e+02 & 6.145778e+00 & 1.347245e+01 & 1.102209e+02 & 6.197273e+00 & 1.176525e+01 & 1.090391e+02 & 6.730773e+00 & 8.130858e+00 & 1.080686e+02 & 7.294627e+00 & 4.672270e+00 & 1.105403e+02 & 5.902225e+00 & 1.000700e+03 & 1.089844e+02 & 1.017542e+01 & 1.788967e+01 & 
2019010112 109.689667 5.749992 1.062541e+01 & 1.099049e+02 & 5.469468e+00 & 1.749204e+01 & 1.098591e+02 & 5.620668e+00 & 1.529562e+01 & 1.097055e+02 & 5.858885e+00 & 1.366415e+01 & 1.089004e+02 & 6.161681e+00 & 1.167901e+01 & 1.075535e+02 & 7.126495e+00 & 1.034696e+01 & 1.070485e+02 & 7.773965e+00 & 6.044400e+00 & 1.103188e+02 & 5.490490e+00 & 1.001333e+03 & 1.096875e+02 & 4.561395e+00 & 2.189989e+01 & 
2019010118 108.994301 5.979477 1.142239e+01 & 1.094181e+02 & 5.486520e+00 & 1.675771e+01 & 1.091861e+02 & 5.905267e+00 & 1.603327e+01 & 1.088213e+02 & 6.109769e+00 & 1.572056e+01 & 1.084015e+02 & 6.185278e+00 & 1.543520e+01 & 1.074891e+02 & 6.605875e+00 & 1.134677e+01 & 1.044955e+02 & 8.192903e+00 & 4.905114e+00 & 1.098249e+02 & 5.724461e+00 & 1.000952e+03 & 1.110938e+02 & 5.964901e+00 & 1.660193e+01 & 
2019010200 108.293777 5.912860 1.166270e+01 & 1.087644e+02 & 5.600323e+00 & 1.686580e+01 & 1.083298e+02 & 5.738979e+00 & 1.637669e+01 & 1.080590e+02 & 5.970774e+00 & 1.538601e+01 & 1.080068e+02 & 6.046357e+00 & 1.302141e+01 & 1.069276e+02 & 6.375401e+00 & 1.027468e+01 & 1.062918e+02 & 6.836615e+00 & 8.382098e+00 & 1.088644e+02 & 5.965732e+00 & 1.001553e+03 & 1.089844e+02 & 7.368407e+00 & 2.017952e+01 & 
2019010206 107.614647 5.747241 1.224909e+01 & 1.079022e+02 & 5.547333e+00 & 1.761715e+01 & 1.075573e+02 & 5.646048e+00 & 1.838372e+01 & 1.073581e+02 & 5.831204e+00 & 1.755469e+01 & 1.072307e+02 & 6.109850e+00 & 1.414554e+01 & 1.068843e+02 & 6.702569e+00 & 8.944088e+00 & 1.048316e+02 & 7.389727e+00 & 6.826483e+00 & 1.079580e+02 & 5.751415e+00 & 1.001216e+03 & 1.068750e+02 & 5.263148e+00 & 1.518248e+01 & 
2019010212 107.033691 5.554232 1.166135e+01 & 1.072294e+02 & 5.538827e+00 & 1.763841e+01 & 1.070393e+02 & 5.382710e+00 & 1.715941e+01 & 1.069220e+02 & 5.614497e+00 & 1.482399e+01 & 1.065353e+02 & 6.055471e+00 & 1.226125e+01 & 1.052110e+02 & 6.772758e+00 & 9.554264e+00 & 1.040609e+02 & 7.428586e+00 & 6.790112e+00 & 1.073431e+02 & 5.567549e+00 & 1.003302e+03 & 1.068750e+02 & 8.070160e+00 & 1.665688e+01 & 
2019010218 106.121674 5.945433 1.132835e+01 & 1.064573e+02 & 5.861565e+00 & 1.658756e+01 & 1.062644e+02 & 5.776300e+00 & 1.697858e+01 & 1.060216e+02 & 5.960828e+00 & 1.401181e+01 & 1.059707e+02 & 6.261491e+00 & 9.993614e+00 & 1.039316e+02 & 6.954335e+00 & 8.497878e+00 & 1.029711e+02 & 7.752375e+00 & 5.561905e+00 & 1.064393e+02 & 5.896148e+00 & 1.003746e+03 & 1.061719e+02 & 7.368407e+00 & 1.626493e+01 & 
2019010300 105.587715 5.862907 1.052408e+01 & 1.056181e+02 & 5.762133e+00 & 1.704990e+01 & 1.057863e+02 & 5.632599e+00 & 1.488648e+01 & 1.060148e+02 & 5.607197e+00 & 1.167967e+01 & 1.063675e+02 & 6.149174e+00 & 7.810718e+00 & 1.028316e+02 & 8.249885e+00 & 5.889027e+00 & 1.011126e+02 & 7.813774e+00 & 5.436428e+00 & 1.056157e+02 & 5.815339e+00 & 1.004228e+03 & 1.054688e+02 & 4.561395e+00 & 2.116561e+01 & 
2019010306 104.662399 6.089282 1.002195e+01 & 1.049013e+02 & 6.013957e+00 & 1.594797e+01 & 1.047771e+02 & 6.138256e+00 & 1.358290e+01 & 1.050150e+02 & 6.035078e+00 & 1.136408e+01 & 1.054737e+02 & 6.228090e+00 & 8.435110e+00 & 1.051697e+02 & 6.407677e+00 & 5.182981e+00 & 1.036506e+02 & 7.088484e+00 & 2.302975e+00 & 1.048193e+02 & 5.842492e+00 & 1.003372e+03 & 1.054688e+02 & 7.368407e+00 & 2.043452e+01 & 
